index,label,sentence,POS,FGPOS,w_index,split,label_bin,is_verb,target_idx,tokens,target_word,lemma,sent_len,lemma_freq_in_sample
cb5-fragment02 3367,0,‘ I 'm not afraid of being hurt . ’,VERB,VB,7,train,0,True,7,"['‘', 'I', ""'m"", 'not', 'afraid', 'of', 'being', 'hurt', '.', '’']",hurt,hurt,10,5
a6u-fragment02 199,1,"Of course , the line between art and life is a particularly hard one to draw in Kahlo 's case .",VERB,VB,15,train,1,True,15,"['Of', 'course', ',', 'the', 'line', 'between', 'art', 'and', 'life', 'is', 'a', 'particularly', 'hard', 'one', 'to', 'draw', 'in', 'Kahlo', ""'s"", 'case', '.']",draw,draw,21,16
kb7-fragment31 11389,0,we 'd pop in see how you were and,VERB,VB,4,test,0,True,4,"['we', ""'d"", 'pop', 'in', 'see', 'how', 'you', 'were', 'and']",see,see,9,16
fpb-fragment01 1218,0,Buzz returned reading a postcard .,VERB,VBN,1,train,0,True,1,"['Buzz', 'returned', 'reading', 'a', 'postcard', '.']",returned,return,6,13
a7t-fragment01 40,1,Electricity privatisation needs to go back to the drawing board .,VERB,VBG,8,test,1,True,8,"['Electricity', 'privatisation', 'needs', 'to', 'go', 'back', 'to', 'the', 'drawing', 'board', '.']",drawing,draw,11,16
b1g-fragment02 1297,0,The majority of natural hazard research has focused on single hazards but of course any area may be prone to more than one hazard type .,VERB,VBN,7,train,0,True,7,"['The', 'majority', 'of', 'natural', 'hazard', 'research', 'has', 'focused', 'on', 'single', 'hazards', 'but', 'of', 'course', 'any', 'area', 'may', 'be', 'prone', 'to', 'more', 'than', 'one', 'hazard', 'type', '.']",focused,focus,26,9
bpa-fragment14 2134,0,"Forster settled down , only putting his eye to the slit every half minute , not continually as he had started to do .",VERB,VBN,1,train,0,True,1,"['Forster', 'settled', 'down', ',', 'only', 'putting', 'his', 'eye', 'to', 'the', 'slit', 'every', 'half', 'minute', ',', 'not', 'continually', 'as', 'he', 'had', 'started', 'to', 'do', '.']",settled,settle,24,13
as6-fragment02 415,1,"Indeed , throughout September and October 1985 , and during the following months , the imagery of race continued to dominate debate about both the causes and the policy outcomes of the riots .",VERB,VB,20,train,1,True,20,"['Indeed', ',', 'throughout', 'September', 'and', 'October', '1985', ',', 'and', 'during', 'the', 'following', 'months', ',', 'the', 'imagery', 'of', 'race', 'continued', 'to', 'dominate', 'debate', 'about', 'both', 'the', 'causes', 'and', 'the', 'policy', 'outcomes', 'of', 'the', 'riots', '.']",dominate,dominate,34,9
ahc-fragment60 1222,1,"The farm stands on a spur of moorland on the northern edge of the forest , and within 10 minutes I had turned my back on the corduroy battalions of trees and was striding under a still , cloudy sky over tussocks of rush and coarse grass , with my face to the long , bare shoulders of open hillside that flank the winding shallows of the East Kielder Burn .",VERB,VB,5,train,1,True,5,"['The', 'farm', 'stands', 'on', 'a', 'spur', 'of', 'moorland', 'on', 'the', 'northern', 'edge', 'of', 'the', 'forest', ',', 'and', 'within', '10', 'minutes', 'I', 'had', 'turned', 'my', 'back', 'on', 'the', 'corduroy', 'battalions', 'of', 'trees', 'and', 'was', 'striding', 'under', 'a', 'still', ',', 'cloudy', 'sky', 'over', 'tussocks', 'of', 'rush', 'and', 'coarse', 'grass', ',', 'with', 'my', 'face', 'to', 'the', 'long', ',', 'bare', 'shoulders', 'of', 'open', 'hillside', 'that', 'flank', 'the', 'winding', 'shallows', 'of', 'the', 'East', 'Kielder', 'Burn', '.']",spur,spur,71,2
alp-fragment01 38,1,In describing its vision of effective supervision the White Paper goes on to note :,VERB,VBG,1,train,1,True,1,"['In', 'describing', 'its', 'vision', 'of', 'effective', 'supervision', 'the', 'White', 'Paper', 'goes', 'on', 'to', 'note', ':']",describing,describe,15,16
kbp-fragment09 4074,0,"give you a form if she wants to take it and fill it in , right ?",VERB,VB,0,train,0,True,0,"['give', 'you', 'a', 'form', 'if', 'she', 'wants', 'to', 'take', 'it', 'and', 'fill', 'it', 'in', ',', 'right', '?']",give,give,17,16
a1g-fragment26 391,0,The one they missed pulled out from Warsaw 's East Station at 2.50am yesterday carrying 809 cheering East Germans bound for the Rhine region of West Germany .,VERB,VBG,16,train,0,True,16,"['The', 'one', 'they', 'missed', 'pulled', 'out', 'from', 'Warsaw', ""'s"", 'East', 'Station', 'at', '2.50am', 'yesterday', 'carrying', '809', 'cheering', 'East', 'Germans', 'bound', 'for', 'the', 'Rhine', 'region', 'of', 'West', 'Germany', '.']",cheering,cheer,28,3
bpa-fragment14 2037,1,"Tense , facing outwards , Forster , Lawton and Nell guarded Delaney as he intoned the seaman 's prayer of interment , and then committed the canvas bag to the ocean .",VERB,VBN,24,train,1,True,24,"['Tense', ',', 'facing', 'outwards', ',', 'Forster', ',', 'Lawton', 'and', 'Nell', 'guarded', 'Delaney', 'as', 'he', 'intoned', 'the', 'seaman', ""'s"", 'prayer', 'of', 'interment', ',', 'and', 'then', 'committed', 'the', 'canvas', 'bag', 'to', 'the', 'ocean', '.']",committed,commit,32,14
b1g-fragment02 827,0,We have cut airborne lead by 50 per cent .,VERB,VBN,2,train,0,True,2,"['We', 'have', 'cut', 'airborne', 'lead', 'by', '50', 'per', 'cent', '.']",cut,cut,10,16
a1m-fragment01 1,1,The revolution the countryside needs : Christian Wolmar says Britain is lagging behind in setting up ‘ telecottages ’,VERB,VBG,11,train,1,True,11,"['The', 'revolution', 'the', 'countryside', 'needs', ':', 'Christian', 'Wolmar', 'says', 'Britain', 'is', 'lagging', 'behind', 'in', 'setting', 'up', '‘', 'telecottages', '’']",lagging,lag,19,5
ecv-fragment05 1136,1,"In any case , if such a qualification is called for it is hard to see how a creature with no rationality at all could possess it .",VERB,VBP,25,test,1,True,25,"['In', 'any', 'case', ',', 'if', 'such', 'a', 'qualification', 'is', 'called', 'for', 'it', 'is', 'hard', 'to', 'see', 'how', 'a', 'creature', 'with', 'no', 'rationality', 'at', 'all', 'could', 'possess', 'it', '.']",possess,possess,28,9
ccw-fragment04 2040,0,"Chatterton raised his cardboard cup in silent acknowledgement , then stared ahead to where a great beam swept around the sky .",VERB,VBN,1,test,0,True,1,"['Chatterton', 'raised', 'his', 'cardboard', 'cup', 'in', 'silent', 'acknowledgement', ',', 'then', 'stared', 'ahead', 'to', 'where', 'a', 'great', 'beam', 'swept', 'around', 'the', 'sky', '.']",raised,raise,22,16
kb7-fragment10 2133,1,"And it does , once you 've actually heated the water it keeps hot for so long it 's amazing .",VERB,VBZ,12,train,1,True,12,"['And', 'it', 'does', ',', 'once', 'you', ""'ve"", 'actually', 'heated', 'the', 'water', 'it', 'keeps', 'hot', 'for', 'so', 'long', 'it', ""'s"", 'amazing', '.']",keeps,keep,21,16
a9j-fragment01 41,1,"In one of several Intifada leaflets written in Hebrew and addressed to the Israeli soldiers on duty in the occupied territories , the message was repeated : Soldier , go home .",VERB,VBN,10,train,1,True,10,"['In', 'one', 'of', 'several', 'Intifada', 'leaflets', 'written', 'in', 'Hebrew', 'and', 'addressed', 'to', 'the', 'Israeli', 'soldiers', 'on', 'duty', 'in', 'the', 'occupied', 'territories', ',', 'the', 'message', 'was', 'repeated', ':', 'Soldier', ',', 'go', 'home', '.']",addressed,address,32,9
bmw-fragment09 2616,0,The first time she rang the bell and went in through the front doors of the elegant old house where the showrooms were situated ( Mattli had no rear entrance ) Paula felt she was stepping into the place of her dreams .,VERB,VBD,32,test,0,True,32,"['The', 'first', 'time', 'she', 'rang', 'the', 'bell', 'and', 'went', 'in', 'through', 'the', 'front', 'doors', 'of', 'the', 'elegant', 'old', 'house', 'where', 'the', 'showrooms', 'were', 'situated', '(', 'Mattli', 'had', 'no', 'rear', 'entrance', ')', 'Paula', 'felt', 'she', 'was', 'stepping', 'into', 'the', 'place', 'of', 'her', 'dreams', '.']",felt,felt,43,16
a3e-fragment02 13,0,"Dead , ragged heads of the climbing hydrangea can be removed , cutting where the stem joins the main branch .",VERB,VBG,12,test,0,True,12,"['Dead', ',', 'ragged', 'heads', 'of', 'the', 'climbing', 'hydrangea', 'can', 'be', 'removed', ',', 'cutting', 'where', 'the', 'stem', 'joins', 'the', 'main', 'branch', '.']",cutting,cut,21,16
clw-fragment01 34,0,"For example , they take the view that ‘ criminals should be severely punished ’ or that ‘ anyone who is unpopular deserves his fate ’ .",VERB,VBZ,22,test,0,True,22,"['For', 'example', ',', 'they', 'take', 'the', 'view', 'that', '‘', 'criminals', 'should', 'be', 'severely', 'punished', '’', 'or', 'that', '‘', 'anyone', 'who', 'is', 'unpopular', 'deserves', 'his', 'fate', '’', '.']",deserves,deserve,27,9
a1g-fragment26 392,0,Once upon a time another German government let Lenin cross another Germany in a sealed train on his way to Russia .,VERB,VB,7,train,0,True,7,"['Once', 'upon', 'a', 'time', 'another', 'German', 'government', 'let', 'Lenin', 'cross', 'another', 'Germany', 'in', 'a', 'sealed', 'train', 'on', 'his', 'way', 'to', 'Russia', '.']",let,let,22,16
faj-fragment17 1648,0,"A few Africans , clutching sticks and wearing skins , watch the plane as it turns , pauses , and then accelerates , leaving a cloud of dust .",VERB,VBG,4,test,0,True,4,"['A', 'few', 'Africans', ',', 'clutching', 'sticks', 'and', 'wearing', 'skins', ',', 'watch', 'the', 'plane', 'as', 'it', 'turns', ',', 'pauses', ',', 'and', 'then', 'accelerates', ',', 'leaving', 'a', 'cloud', 'of', 'dust', '.']",clutching,clutch,29,5
acj-fragment01 56,1,The answer sometimes given is that murderers should be treated differently because they are particularly dangerous : anyone who chooses to kill once can choose to kill again .,VERB,VBN,3,train,1,True,3,"['The', 'answer', 'sometimes', 'given', 'is', 'that', 'murderers', 'should', 'be', 'treated', 'differently', 'because', 'they', 'are', 'particularly', 'dangerous', ':', 'anyone', 'who', 'chooses', 'to', 'kill', 'once', 'can', 'choose', 'to', 'kill', 'again', '.']",given,give,29,16
b1g-fragment02 1106,0,"For geographers — who span the conventional ( and now archaic ) dichotomy between the natural and the environmental sciences — all of these aspects need to be woven together to anticipate the likely spatial patterns of the effects of massive change , the redistributions in trade , health and wealth which they will bring about and the ‘ knock on ’ effects these consequences themselves will have on society and the environment .",VERB,VBN,28,train,0,True,28,"['For', 'geographers', '—', 'who', 'span', 'the', 'conventional', '(', 'and', 'now', 'archaic', ')', 'dichotomy', 'between', 'the', 'natural', 'and', 'the', 'environmental', 'sciences', '—', 'all', 'of', 'these', 'aspects', 'need', 'to', 'be', 'woven', 'together', 'to', 'anticipate', 'the', 'likely', 'spatial', 'patterns', 'of', 'the', 'effects', 'of', 'massive', 'change', ',', 'the', 'redistributions', 'in', 'trade', ',', 'health', 'and', 'wealth', 'which', 'they', 'will', 'bring', 'about', 'and', 'the', '‘', 'knock', 'on', '’', 'effects', 'these', 'consequences', 'themselves', 'will', 'have', 'on', 'society', 'and', 'the', 'environment', '.']",woven,weave,74,6
amm-fragment02 1750,0,"Or they may have been hunters after larger prey , in which case when appendages are eventually discovered they may prove to have adaptations for grasping and manipulating larger food .",VERB,VBN,17,train,0,True,17,"['Or', 'they', 'may', 'have', 'been', 'hunters', 'after', 'larger', 'prey', ',', 'in', 'which', 'case', 'when', 'appendages', 'are', 'eventually', 'discovered', 'they', 'may', 'prove', 'to', 'have', 'adaptations', 'for', 'grasping', 'and', 'manipulating', 'larger', 'food', '.']",discovered,discover,31,9
fet-fragment01 6,0,"So here he was , a distinguished public man , also an artist of a kind , stepping obediently through Room I ( French 1880s ) and Room II ( British 1880s and 1890s ) , on a lead grey morning , to the pale grey , classical , quiet place where the bright light shone and sang off pigment so that the phrase , miraculous stuff , seemed merely accurate .",VERB,VBN,6,train,0,True,6,"['So', 'here', 'he', 'was', ',', 'a', 'distinguished', 'public', 'man', ',', 'also', 'an', 'artist', 'of', 'a', 'kind', ',', 'stepping', 'obediently', 'through', 'Room', 'I', '(', 'French', '1880s', ')', 'and', 'Room', 'II', '(', 'British', '1880s', 'and', '1890s', ')', ',', 'on', 'a', 'lead', 'grey', 'morning', ',', 'to', 'the', 'pale', 'grey', ',', 'classical', ',', 'quiet', 'place', 'where', 'the', 'bright', 'light', 'shone', 'and', 'sang', 'off', 'pigment', 'so', 'that', 'the', 'phrase', ',', 'miraculous', 'stuff', ',', 'seemed', 'merely', 'accurate', '.']",distinguished,distinguish,72,14
b17-fragment02 213,1,"Extroverts take longer to learn the rules of society , they are more likely to break them , and thus more likely become convicted criminals .",VERB,VB,15,test,1,True,15,"['Extroverts', 'take', 'longer', 'to', 'learn', 'the', 'rules', 'of', 'society', ',', 'they', 'are', 'more', 'likely', 'to', 'break', 'them', ',', 'and', 'thus', 'more', 'likely', 'become', 'convicted', 'criminals', '.']",break,break,26,16
a8u-fragment14 323,1,"This flowed through to earnings per share , up a half at 19.6p and shareholders receive a 25 per cent increase in the interim dividend to 2.7p .",VERB,VBD,1,train,1,True,1,"['This', 'flowed', 'through', 'to', 'earnings', 'per', 'share', ',', 'up', 'a', 'half', 'at', '19.6p', 'and', 'shareholders', 'receive', 'a', '25', 'per', 'cent', 'increase', 'in', 'the', 'interim', 'dividend', 'to', '2.7p', '.']",flowed,flow,28,4
a8n-fragment19 334,1,"Not for the first time this season their defence had been found wanting and Oldham exploited the weaknesses to the full , owing a special debt to the inspiration and tireless running of Henry and Milligan .",VERB,VBG,22,train,1,True,22,"['Not', 'for', 'the', 'first', 'time', 'this', 'season', 'their', 'defence', 'had', 'been', 'found', 'wanting', 'and', 'Oldham', 'exploited', 'the', 'weaknesses', 'to', 'the', 'full', ',', 'owing', 'a', 'special', 'debt', 'to', 'the', 'inspiration', 'and', 'tireless', 'running', 'of', 'Henry', 'and', 'Milligan', '.']",owing,owe,37,13
a1u-fragment04 158,0,A section of the road was shut for a week and motorists were warned to clean their cars and to dispose of the rags in plastic bags .,VERB,VBD,13,test,0,True,13,"['A', 'section', 'of', 'the', 'road', 'was', 'shut', 'for', 'a', 'week', 'and', 'motorists', 'were', 'warned', 'to', 'clean', 'their', 'cars', 'and', 'to', 'dispose', 'of', 'the', 'rags', 'in', 'plastic', 'bags', '.']",warned,warn,28,10
a1p-fragment03 75,1,But they will take into account the need for that balance that says that social spending without underpinning by economic growth will not be sustained in any event . ’,VERB,VB,3,train,1,True,3,"['But', 'they', 'will', 'take', 'into', 'account', 'the', 'need', 'for', 'that', 'balance', 'that', 'says', 'that', 'social', 'spending', 'without', 'underpinning', 'by', 'economic', 'growth', 'will', 'not', 'be', 'sustained', 'in', 'any', 'event', '.', '’']",take,take,30,16
al2-fragment23 263,1,"‘ We have every sympathy with those who have made substantial underwriting losses in recent years but Lloyd 's owes its first duty to policyholders with valid claims which must be met , ’ he said .",VERB,VBZ,19,train,1,True,19,"['‘', 'We', 'have', 'every', 'sympathy', 'with', 'those', 'who', 'have', 'made', 'substantial', 'underwriting', 'losses', 'in', 'recent', 'years', 'but', 'Lloyd', ""'s"", 'owes', 'its', 'first', 'duty', 'to', 'policyholders', 'with', 'valid', 'claims', 'which', 'must', 'be', 'met', ',', '’', 'he', 'said', '.']",owes,owe,37,13
a1n-fragment18 374,0,"After 16 minutes Graham Roberts was injured by a tackle for which Perry Groves was booked ( Steve Clarke took over as sweeper , and is likely to have several weeks in which to build on a promising display ) .",VERB,VB,9,train,0,True,9,"['After', '16', 'minutes', 'Graham', 'Roberts', 'was', 'injured', 'by', 'a', 'tackle', 'for', 'which', 'Perry', 'Groves', 'was', 'booked', '(', 'Steve', 'Clarke', 'took', 'over', 'as', 'sweeper', ',', 'and', 'is', 'likely', 'to', 'have', 'several', 'weeks', 'in', 'which', 'to', 'build', 'on', 'a', 'promising', 'display', ')', '.']",tackle,tackle,41,11
g0l-fragment01 235,0,He watched their stunned faces across the room .,VERB,VBN,1,train,0,True,1,"['He', 'watched', 'their', 'stunned', 'faces', 'across', 'the', 'room', '.']",watched,watch,9,12
b1g-fragment02 1252,0,Nuclear power stations must prepare a plan and submit this to the Nuclear Installations Inspectorate and Health and Safety Executive for approval .,VERB,VB,8,train,0,True,8,"['Nuclear', 'power', 'stations', 'must', 'prepare', 'a', 'plan', 'and', 'submit', 'this', 'to', 'the', 'Nuclear', 'Installations', 'Inspectorate', 'and', 'Health', 'and', 'Safety', 'Executive', 'for', 'approval', '.']",submit,submit,23,4
a7t-fragment01 9,1,"The US has talked of a genuine North American free trade zone incorporating the US , Canada and Mexico which would have the best of all worlds with high-technology skills and a cheap labour force south of the Rio Grande .",VERB,VBD,3,test,1,True,3,"['The', 'US', 'has', 'talked', 'of', 'a', 'genuine', 'North', 'American', 'free', 'trade', 'zone', 'incorporating', 'the', 'US', ',', 'Canada', 'and', 'Mexico', 'which', 'would', 'have', 'the', 'best', 'of', 'all', 'worlds', 'with', 'high-technology', 'skills', 'and', 'a', 'cheap', 'labour', 'force', 'south', 'of', 'the', 'Rio', 'Grande', '.']",talked,talk,41,14
cdb-fragment02 392,1,He could not shed that responsibility just because he had sold the place .,VERB,VB,3,train,1,True,3,"['He', 'could', 'not', 'shed', 'that', 'responsibility', 'just', 'because', 'he', 'had', 'sold', 'the', 'place', '.']",shed,shed,14,3
ab9-fragment03 974,1,"Penelope , however , it had to be acknowledged , had made no attempt to rise above the blow she had been dealt by finding a dazzling girl of her own age favoured over herself in her uncle 's will .",VERB,VBD,22,train,1,True,22,"['Penelope', ',', 'however', ',', 'it', 'had', 'to', 'be', 'acknowledged', ',', 'had', 'made', 'no', 'attempt', 'to', 'rise', 'above', 'the', 'blow', 'she', 'had', 'been', 'dealt', 'by', 'finding', 'a', 'dazzling', 'girl', 'of', 'her', 'own', 'age', 'favoured', 'over', 'herself', 'in', 'her', 'uncle', ""'s"", 'will', '.']",dealt,deal,41,16
b1g-fragment02 909,0,The authors of that report accepted that there is a theoretical limit of 2–3 weeks in explicit prediction of day-to-day fluctuations in weather because of the influence of small-scale turbulence within the large-scale dynamics ; such limits imply that medium and long-term prediction must inevitably be stochastic .,VERB,VBN,5,train,0,True,5,"['The', 'authors', 'of', 'that', 'report', 'accepted', 'that', 'there', 'is', 'a', 'theoretical', 'limit', 'of', '2–3', 'weeks', 'in', 'explicit', 'prediction', 'of', 'day-to-day', 'fluctuations', 'in', 'weather', 'because', 'of', 'the', 'influence', 'of', 'small-scale', 'turbulence', 'within', 'the', 'large-scale', 'dynamics', ';', 'such', 'limits', 'imply', 'that', 'medium', 'and', 'long-term', 'prediction', 'must', 'inevitably', 'be', 'stochastic', '.']",accepted,accept,48,11
kcv-fragment42 4653,1,We 've got five weeks discouraged from taking more than a fortnight at a time .,VERB,VBD,2,train,1,True,2,"['We', ""'ve"", 'got', 'five', 'weeks', 'discouraged', 'from', 'taking', 'more', 'than', 'a', 'fortnight', 'at', 'a', 'time', '.']",got,get,16,16
a1l-fragment01 49,0,"In reality you just invent a tale , as if you were sitting round a fire in a cave . ’",VERB,VB,4,train,0,True,4,"['In', 'reality', 'you', 'just', 'invent', 'a', 'tale', ',', 'as', 'if', 'you', 'were', 'sitting', 'round', 'a', 'fire', 'in', 'a', 'cave', '.', '’']",invent,invent,21,5
kbj-fragment17 1538,0,I can not read .,VERB,VB,3,train,0,True,3,"['I', 'can', 'not', 'read', '.']",read,read,5,13
bpa-fragment14 2322,1,"Forster half rolled , his Uzi trembling in his hand as he got off half a clip at point blank range .",VERB,VBG,6,train,1,True,6,"['Forster', 'half', 'rolled', ',', 'his', 'Uzi', 'trembling', 'in', 'his', 'hand', 'as', 'he', 'got', 'off', 'half', 'a', 'clip', 'at', 'point', 'blank', 'range', '.']",trembling,tremble,22,4
b1g-fragment02 998,0,"Characteristically , the data used may be more difficult to obtain and are usually more spatially aggregated ; modelling software which permits feedback loops is essential ;",VERB,VB,10,train,0,True,10,"['Characteristically', ',', 'the', 'data', 'used', 'may', 'be', 'more', 'difficult', 'to', 'obtain', 'and', 'are', 'usually', 'more', 'spatially', 'aggregated', ';', 'modelling', 'software', 'which', 'permits', 'feedback', 'loops', 'is', 'essential', ';']",obtain,obtain,27,14
a1h-fragment06 119,0,He was elected to succeed Gaston Mullegg as President of FISA when he was 33 and still competing in the Swiss rowing team .,VERB,VBG,17,train,0,True,17,"['He', 'was', 'elected', 'to', 'succeed', 'Gaston', 'Mullegg', 'as', 'President', 'of', 'FISA', 'when', 'he', 'was', '33', 'and', 'still', 'competing', 'in', 'the', 'Swiss', 'rowing', 'team', '.']",competing,compete,24,5
fpb-fragment01 1085,0,"Then you 'll relax and it 'll happen — then you 'll stop being one of them miserable nymphos who hop from man to man , hoping for Mr Right , the man who can satisfy her . ’",VERB,VBG,26,train,0,True,26,"['Then', 'you', ""'ll"", 'relax', 'and', 'it', ""'ll"", 'happen', '—', 'then', 'you', ""'ll"", 'stop', 'being', 'one', 'of', 'them', 'miserable', 'nymphos', 'who', 'hop', 'from', 'man', 'to', 'man', ',', 'hoping', 'for', 'Mr', 'Right', ',', 'the', 'man', 'who', 'can', 'satisfy', 'her', '.', '’']",hoping,hop,39,10
al2-fragment23 268,1,It plans to issue a protective writ but is hoping to achieve a settlement .,VERB,VB,11,train,1,True,11,"['It', 'plans', 'to', 'issue', 'a', 'protective', 'writ', 'but', 'is', 'hoping', 'to', 'achieve', 'a', 'settlement', '.']",achieve,achieve,15,12
a1h-fragment05 79,0,He said : ‘ I had wondered whether a piece so drenched in Anglican chant ( running from Gilbert and Sullivan to Morning Prayer and back ) could rise and sail . ’,VERB,VBD,6,train,0,True,6,"['He', 'said', ':', '‘', 'I', 'had', 'wondered', 'whether', 'a', 'piece', 'so', 'drenched', 'in', 'Anglican', 'chant', '(', 'running', 'from', 'Gilbert', 'and', 'Sullivan', 'to', 'Morning', 'Prayer', 'and', 'back', ')', 'could', 'rise', 'and', 'sail', '.', '’']",wondered,wonder,33,9
ea7-fragment03 808,0,"In open battle and in the plundering expeditions that constituted the normal form of aggressive warfare , they needed the backing of archers , both mounted and on foot , and of numerous infantrymen .",VERB,VBN,25,train,0,True,25,"['In', 'open', 'battle', 'and', 'in', 'the', 'plundering', 'expeditions', 'that', 'constituted', 'the', 'normal', 'form', 'of', 'aggressive', 'warfare', ',', 'they', 'needed', 'the', 'backing', 'of', 'archers', ',', 'both', 'mounted', 'and', 'on', 'foot', ',', 'and', 'of', 'numerous', 'infantrymen', '.']",mounted,mount,35,6
fpb-fragment01 1231,0,‘ It 's marked personal . ’,VERB,VBN,3,train,0,True,3,"['‘', 'It', ""'s"", 'marked', 'personal', '.', '’']",marked,mark,7,9
a39-fragment01 11,1,"There are also outstanding bits of Indian stone monuments , with gods and goddesses sensuously entwined in spiritual embrace ; they start with the Gandhara grey schist carvings of the third/fourth century .",VERB,VB,21,train,1,True,21,"['There', 'are', 'also', 'outstanding', 'bits', 'of', 'Indian', 'stone', 'monuments', ',', 'with', 'gods', 'and', 'goddesses', 'sensuously', 'entwined', 'in', 'spiritual', 'embrace', ';', 'they', 'start', 'with', 'the', 'Gandhara', 'grey', 'schist', 'carvings', 'of', 'the', 'third/fourth', 'century', '.']",start,start,33,16
b1g-fragment02 899,0,"But calculations of the total carbon released by fossil fuel combustion imply that , if all such carbon remained in the atmosphere , the concentration would have increased by twice as much .",VERB,VBN,6,train,0,True,6,"['But', 'calculations', 'of', 'the', 'total', 'carbon', 'released', 'by', 'fossil', 'fuel', 'combustion', 'imply', 'that', ',', 'if', 'all', 'such', 'carbon', 'remained', 'in', 'the', 'atmosphere', ',', 'the', 'concentration', 'would', 'have', 'increased', 'by', 'twice', 'as', 'much', '.']",released,release,33,6
kbd-fragment07 2342,0,"I got him every time , until the end and I said I am not serving him this time !",VERB,VBG,15,train,0,True,15,"['I', 'got', 'him', 'every', 'time', ',', 'until', 'the', 'end', 'and', 'I', 'said', 'I', 'am', 'not', 'serving', 'him', 'this', 'time', '!']",serving,serve,20,16
kbh-fragment02 119,0,"Listen , go away She does n't say go away very much now .",VERB,VB,2,train,0,True,2,"['Listen', ',', 'go', 'away', 'She', 'does', ""n't"", 'say', 'go', 'away', 'very', 'much', 'now', '.']",go,go,14,16
ccw-fragment03 1608,0,"Ellen , usually so quick with a scornful reply , just stood and stared at the elegant stranger who stopped one pace away from her , took her hand , then bowed above her fingers .",VERB,VBD,31,train,0,True,31,"['Ellen', ',', 'usually', 'so', 'quick', 'with', 'a', 'scornful', 'reply', ',', 'just', 'stood', 'and', 'stared', 'at', 'the', 'elegant', 'stranger', 'who', 'stopped', 'one', 'pace', 'away', 'from', 'her', ',', 'took', 'her', 'hand', ',', 'then', 'bowed', 'above', 'her', 'fingers', '.']",bowed,bow,36,5
cb5-fragment02 3206,1,"She had let her overwhelming desire feed her imagination ; had read something into his words , his looks , his actions , which had not been there at all .",VERB,VB,11,train,1,True,11,"['She', 'had', 'let', 'her', 'overwhelming', 'desire', 'feed', 'her', 'imagination', ';', 'had', 'read', 'something', 'into', 'his', 'words', ',', 'his', 'looks', ',', 'his', 'actions', ',', 'which', 'had', 'not', 'been', 'there', 'at', 'all', '.']",read,read,31,13
fet-fragment01 189,1,"Now the nearest tree is an enormous trunk , struck by lightning and sawed-off .",VERB,VBN,9,train,1,True,9,"['Now', 'the', 'nearest', 'tree', 'is', 'an', 'enormous', 'trunk', ',', 'struck', 'by', 'lightning', 'and', 'sawed-off', '.']",struck,strike,15,16
kbh-fragment04 456,0,"hereby enacted her gracious majesty , you know , etcetera etcetera .",VERB,VBN,1,test,0,True,1,"['hereby', 'enacted', 'her', 'gracious', 'majesty', ',', 'you', 'know', ',', 'etcetera', 'etcetera', '.']",enacted,enact,12,3
kbc-fragment13 6284,0,"Well er , yeah , exactly that 's what they 're moaning about int it ?",VERB,VBG,11,train,0,True,11,"['Well', 'er', ',', 'yeah', ',', 'exactly', 'that', ""'s"", 'what', 'they', ""'re"", 'moaning', 'about', 'int', 'it', '?']",moaning,moan,16,5
ccw-fragment04 2101,1,asked whether the American army had helped him to kick his drug habit .,VERB,VB,9,test,1,True,9,"['asked', 'whether', 'the', 'American', 'army', 'had', 'helped', 'him', 'to', 'kick', 'his', 'drug', 'habit', '.']",kick,kick,14,10
c8t-fragment01 14,1,"And now he was passing a second and more dilapidated pillbox and it struck him that the whole headland had the desolate look of an old battlefield , the corpses long since carted away but the air vibrating still with the gunfire of long-lost battles , while the power station loomed over it like a grandiose modern monument to the unknown dead .",VERB,VBN,13,train,1,True,13,"['And', 'now', 'he', 'was', 'passing', 'a', 'second', 'and', 'more', 'dilapidated', 'pillbox', 'and', 'it', 'struck', 'him', 'that', 'the', 'whole', 'headland', 'had', 'the', 'desolate', 'look', 'of', 'an', 'old', 'battlefield', ',', 'the', 'corpses', 'long', 'since', 'carted', 'away', 'but', 'the', 'air', 'vibrating', 'still', 'with', 'the', 'gunfire', 'of', 'long-lost', 'battles', ',', 'while', 'the', 'power', 'station', 'loomed', 'over', 'it', 'like', 'a', 'grandiose', 'modern', 'monument', 'to', 'the', 'unknown', 'dead', '.']",struck,strike,63,16
b1g-fragment02 1569,1,While there is some research activity in linking statistical models to GIS there would seem to be scope for further applications of operations research techniques to GIS problems .,VERB,VBG,7,train,1,True,7,"['While', 'there', 'is', 'some', 'research', 'activity', 'in', 'linking', 'statistical', 'models', 'to', 'GIS', 'there', 'would', 'seem', 'to', 'be', 'scope', 'for', 'further', 'applications', 'of', 'operations', 'research', 'techniques', 'to', 'GIS', 'problems', '.']",linking,link,29,13
fet-fragment01 200,0,"Ann Maguire had borne a second Joanne , in New Zealand , from where she had returned , unable to bear cultural transplantation .",VERB,VBN,16,train,0,True,16,"['Ann', 'Maguire', 'had', 'borne', 'a', 'second', 'Joanne', ',', 'in', 'New', 'Zealand', ',', 'from', 'where', 'she', 'had', 'returned', ',', 'unable', 'to', 'bear', 'cultural', 'transplantation', '.']",returned,return,24,13
